state,ageGroupPop,year,pop,startAge,endAge,ageGroup
North Dakota,"[25,30)",2020,120412,25,30,25-29
North Dakota,"[30,35)",2019,111222,30,35,30-34
North Dakota,"[30,35)",2020,112110,30,35,30-34
North Dakota,"[35,40)",2019,103594,35,40,35-39
North Dakota,"[35,40)",2020,105140,35,40,35-39
North Dakota,"[40,45)",2019,84880,40,45,40-44
North Dakota,"[40,45)",2020,87672,40,45,40-44
North Dakota,"[45,50)",2019,78510,45,50,45-49
North Dakota,"[45,50)",2020,77780,45,50,45-49
North Dakota,"[50,55)",2019,79748,50,55,50-54
North Dakota,"[50,55)",2020,78416,50,55,50-54
North Dakota,"[55,60)",2019,94916,55,60,55-59
North Dakota,"[55,60)",2020,91194,55,60,55-59
North Dakota,"[60,65)",2019,94026,60,65,60-64
North Dakota,"[60,65)",2020,94406,60,65,60-64
North Dakota,"[65,70)",2019,77598,65,70,65-69
North Dakota,"[65,70)",2020,80292,65,70,65-69
North Dakota,"[70,75)",2019,56768,70,75,70-74
North Dakota,"[70,75)",2020,59810,70,75,70-74
North Dakota,"[75,80)",2019,39336,75,80,75-79
North Dakota,"[75,80)",2020,40792,75,80,75-79
North Dakota,"[80,85)",2019,29566,80,85,80-84
North Dakota,"[80,85)",2020,29226,80,85,80-84
North Dakota,"[85,Inf)",2019,37932,85,Inf,85+
North Dakota,"[85,Inf)",2020,37412,85,Inf,85+
Ohio,"[25,30)",2019,1655082,25,30,25-29
Ohio,"[25,30)",2020,1636842,25,30,25-29
Ohio,"[30,35)",2019,1542558,30,35,30-34
Ohio,"[30,35)",2020,1573640,30,35,30-34
Ohio,"[35,40)",2019,1477304,35,40,35-39
Ohio,"[35,40)",2020,1478016,35,40,35-39
Ohio,"[40,45)",2019,1370160,40,45,40-44
Ohio,"[40,45)",2020,1393770,40,45,40-44
Ohio,"[45,50)",2019,1448216,45,50,45-49
Ohio,"[45,50)",2020,1404988,45,50,45-49
Ohio,"[50,55)",2019,1484170,50,55,50-54
Ohio,"[50,55)",2020,1471596,50,55,50-54
Ohio,"[55,60)",2019,1632232,55,60,55-59
Ohio,"[55,60)",2020,1596244,55,60,55-59
Ohio,"[60,65)",2019,1605934,60,65,60-64
Ohio,"[60,65)",2020,1607240,60,65,60-64
Ohio,"[65,70)",2019,1343094,65,70,65-69
Ohio,"[65,70)",2020,1375090,65,70,65-69
Ohio,"[70,75)",2019,1052602,70,75,70-74
Ohio,"[70,75)",2020,1110232,70,75,70-74
Ohio,"[75,80)",2019,719570,75,80,75-79
Ohio,"[75,80)",2020,731724,75,80,75-79
Ohio,"[80,85)",2019,488260,80,85,80-84
Ohio,"[80,85)",2020,493506,80,85,80-84
Ohio,"[85,Inf)",2019,512072,85,Inf,85+
Ohio,"[85,Inf)",2020,514068,85,Inf,85+
Oklahoma,"[25,30)",2019,601018,25,30,25-29
Oklahoma,"[25,30)",2020,596982,25,30,25-29
Oklahoma,"[30,35)",2019,559036,30,35,30-34
Oklahoma,"[30,35)",2020,566540,30,35,30-34
Oklahoma,"[35,40)",2019,559406,35,40,35-39
Oklahoma,"[35,40)",2020,561070,35,40,35-39
Oklahoma,"[40,45)",2019,490536,40,45,40-44
Oklahoma,"[40,45)",2020,505152,40,45,40-44
Oklahoma,"[45,50)",2019,481782,45,50,45-49
Oklahoma,"[45,50)",2020,477824,45,50,45-49
Oklahoma,"[50,55)",2019,463778,50,55,50-54
Oklahoma,"[50,55)",2020,463992,50,55,50-54
Oklahoma,"[55,60)",2019,524442,55,60,55-59
Oklahoma,"[55,60)",2020,512290,55,60,55-59
Oklahoma,"[60,65)",2019,497498,60,65,60-64
Oklahoma,"[60,65)",2020,503242,60,65,60-64
Oklahoma,"[65,70)",2019,421280,65,70,65-69
Oklahoma,"[65,70)",2020,433036,65,70,65-69
Oklahoma,"[70,75)",2019,337722,70,75,70-74
Oklahoma,"[70,75)",2020,350570,70,75,70-74
Oklahoma,"[75,80)",2019,240018,75,80,75-79
Oklahoma,"[75,80)",2020,246262,75,80,75-79
Oklahoma,"[80,85)",2019,156492,80,85,80-84
Oklahoma,"[80,85)",2020,159574,80,85,80-84
Oklahoma,"[85,Inf)",2019,151732,85,Inf,85+
Oklahoma,"[85,Inf)",2020,153424,85,Inf,85+
Oregon,"[25,30)",2019,643774,25,30,25-29
Oregon,"[25,30)",2020,638164,25,30,25-29
Oregon,"[30,35)",2019,625954,30,35,30-34
Oregon,"[30,35)",2020,640138,30,35,30-34
Oregon,"[35,40)",2019,618790,35,40,35-39
Oregon,"[35,40)",2020,622786,35,40,35-39
Oregon,"[40,45)",2019,561014,40,45,40-44
Oregon,"[40,45)",2020,577622,40,45,40-44
Oregon,"[45,50)",2019,539106,45,50,45-49
Oregon,"[45,50)",2020,534338,45,50,45-49
Oregon,"[50,55)",2019,509374,50,55,50-54
Oregon,"[50,55)",2020,518750,50,55,50-54
Oregon,"[55,60)",2019,545306,55,60,55-59
Oregon,"[55,60)",2020,534006,55,60,55-59
Oregon,"[60,65)",2019,555522,60,65,60-64
Oregon,"[60,65)",2020,553504,60,65,60-64
Oregon,"[65,70)",2019,524200,65,70,65-69
Oregon,"[65,70)",2020,532008,65,70,65-69
Oregon,"[70,75)",2019,416906,70,75,70-74
Oregon,"[70,75)",2020,440256,70,75,70-74
Oregon,"[75,80)",2019,273332,75,80,75-79
Oregon,"[75,80)",2020,286554,75,80,75-79
Oregon,"[80,85)",2019,165246,80,85,80-84
Oregon,"[80,85)",2020,172240,80,85,80-84
Oregon,"[85,Inf)",2019,170610,85,Inf,85+
Oregon,"[85,Inf)",2020,170708,85,Inf,85+
Pennsylvania,"[25,30)",2019,1767950,25,30,25-29
Pennsylvania,"[25,30)",2020,1736632,25,30,25-29
Pennsylvania,"[30,35)",2019,1732384,30,35,30-34
Pennsylvania,"[30,35)",2020,1764794,30,35,30-34
Pennsylvania,"[35,40)",2019,1612468,35,40,35-39
Pennsylvania,"[35,40)",2020,1625794,35,40,35-39
Pennsylvania,"[40,45)",2019,1467966,40,45,40-44
Pennsylvania,"[40,45)",2020,1497480,40,45,40-44
Pennsylvania,"[45,50)",2019,1568490,45,50,45-49
Pennsylvania,"[45,50)",2020,1513138,45,50,45-49
Pennsylvania,"[50,55)",2019,1678272,50,55,50-54
Pennsylvania,"[50,55)",2020,1649742,50,55,50-54
Pennsylvania,"[55,60)",2019,1835594,55,60,55-59
Pennsylvania,"[55,60)",2020,1802258,55,60,55-59
Pennsylvania,"[60,65)",2019,1804548,60,65,60-64
Pennsylvania,"[60,65)",2020,1808620,60,65,60-64
Pennsylvania,"[65,70)",2019,1522360,65,70,65-69
Pennsylvania,"[65,70)",2020,1560332,65,70,65-69
Pennsylvania,"[70,75)",2019,1204346,70,75,70-74
Pennsylvania,"[70,75)",2020,1260474,70,75,70-74
Pennsylvania,"[75,80)",2019,844284,75,80,75-79
Pennsylvania,"[75,80)",2020,861568,75,80,75-79
Pennsylvania,"[80,85)",2019,578816,80,85,80-84
Pennsylvania,"[80,85)",2020,581464,80,85,80-84
Pennsylvania,"[85,Inf)",2019,664966,85,Inf,85+
Pennsylvania,"[85,Inf)",2020,659712,85,Inf,85+
Rhode Island,"[25,30)",2019,157212,25,30,25-29
Rhode Island,"[25,30)",2020,154168,25,30,25-29
Rhode Island,"[30,35)",2019,149164,30,35,30-34
Rhode Island,"[30,35)",2020,153852,30,35,30-34
Rhode Island,"[35,40)",2019,135990,35,40,35-39
Rhode Island,"[35,40)",2020,136728,35,40,35-39
Rhode Island,"[40,45)",2019,120952,40,45,40-44
Rhode Island,"[40,45)",2020,123438,40,45,40-44
Rhode Island,"[45,50)",2019,130148,45,50,45-49
Rhode Island,"[45,50)",2020,125190,45,50,45-49
Rhode Island,"[50,55)",2019,144918,50,55,50-54
Rhode Island,"[50,55)",2020,141122,50,55,50-54
Rhode Island,"[55,60)",2019,154986,55,60,55-59
Rhode Island,"[55,60)",2020,153962,55,60,55-59
Rhode Island,"[60,65)",2019,147824,60,65,60-64
Rhode Island,"[60,65)",2020,148284,60,65,60-64
Rhode Island,"[65,70)",2019,119702,65,70,65-69
Rhode Island,"[65,70)",2020,123564,65,70,65-69
Rhode Island,"[70,75)",2019,94986,70,75,70-74
Rhode Island,"[70,75)",2020,99150,70,75,70-74
Rhode Island,"[75,80)",2019,64904,75,80,75-79
Rhode Island,"[75,80)",2020,67324,75,80,75-79
Rhode Island,"[80,85)",2019,42832,80,85,80-84
Rhode Island,"[80,85)",2020,43920,80,85,80-84
Rhode Island,"[85,Inf)",2019,55014,85,Inf,85+
Rhode Island,"[85,Inf)",2020,54326,85,Inf,85+
South Carolina,"[25,30)",2019,723770,25,30,25-29
South Carolina,"[25,30)",2020,712658,25,30,25-29
South Carolina,"[30,35)",2019,672598,30,35,30-34
South Carolina,"[30,35)",2020,695292,30,35,30-34
South Carolina,"[35,40)",2019,652232,35,40,35-39
South Carolina,"[35,40)",2020,656106,35,40,35-39
South Carolina,"[40,45)",2019,609182,40,45,40-44
South Carolina,"[40,45)",2020,622994,40,45,40-44
South Carolina,"[45,50)",2019,644204,45,50,45-49
South Carolina,"[45,50)",2020,634596,45,50,45-49
South Carolina,"[50,55)",2019,651750,50,55,50-54
South Carolina,"[50,55)",2020,655134,50,55,50-54
South Carolina,"[55,60)",2019,706802,55,60,55-59
South Carolina,"[55,60)",2020,708566,55,60,55-59
South Carolina,"[60,65)",2019,684148,60,65,60-64
South Carolina,"[60,65)",2020,697296,60,65,60-64
South Carolina,"[65,70)",2019,622912,65,70,65-69
South Carolina,"[65,70)",2020,640772,65,70,65-69
South Carolina,"[70,75)",2019,526780,70,75,70-74
South Carolina,"[70,75)",2020,553428,70,75,70-74
South Carolina,"[75,80)",2019,348782,75,80,75-79
South Carolina,"[75,80)",2020,366456,75,80,75-79
South Carolina,"[80,85)",2019,205860,80,85,80-84
South Carolina,"[80,85)",2020,215052,80,85,80-84
South Carolina,"[85,Inf)",2019,184062,85,Inf,85+
South Carolina,"[85,Inf)",2020,189658,85,Inf,85+
South Dakota,"[25,30)",2019,120268,25,30,25-29
South Dakota,"[25,30)",2020,119380,25,30,25-29
South Dakota,"[30,35)",2019,117212,30,35,30-34
South Dakota,"[30,35)",2020,117092,30,35,30-34
South Dakota,"[35,40)",2019,116112,35,40,35-39
South Dakota,"[35,40)",2020,116212,35,40,35-39
South Dakota,"[40,45)",2019,99766,40,45,40-44
South Dakota,"[40,45)",2020,104206,40,45,40-44
South Dakota,"[45,50)",2019,94640,45,50,45-49
South Dakota,"[45,50)",2020,93630,45,50,45-49
South Dakota,"[50,55)",2019,97508,50,55,50-54
South Dakota,"[50,55)",2020,96274,50,55,50-54
South Dakota,"[55,60)",2019,118542,55,60,55-59
South Dakota,"[55,60)",2020,115254,55,60,55-59
South Dakota,"[60,65)",2019,118378,60,65,60-64
South Dakota,"[60,65)",2020,120632,60,65,60-64
South Dakota,"[65,70)",2019,105118,65,70,65-69
South Dakota,"[65,70)",2020,108766,65,70,65-69
South Dakota,"[70,75)",2019,74726,70,75,70-74
South Dakota,"[70,75)",2020,80512,70,75,70-74
South Dakota,"[75,80)",2019,49072,75,80,75-79
South Dakota,"[75,80)",2020,50558,75,80,75-79
South Dakota,"[80,85)",2019,34420,80,85,80-84
South Dakota,"[80,85)",2020,34500,80,85,80-84
South Dakota,"[85,Inf)",2019,42064,85,Inf,85+
South Dakota,"[85,Inf)",2020,41984,85,Inf,85+
Tennessee,"[25,30)",2019,1016620,25,30,25-29
Tennessee,"[25,30)",2020,1013576,25,30,25-29
Tennessee,"[30,35)",2019,920696,30,35,30-34
Tennessee,"[30,35)",2020,950356,30,35,30-34
Tennessee,"[35,40)",2019,884092,35,40,35-39
Tennessee,"[35,40)",2020,885348,35,40,35-39
Tennessee,"[40,45)",2019,835566,40,45,40-44
Tennessee,"[40,45)",2020,850022,40,45,40-44
Tennessee,"[45,50)",2019,885736,45,50,45-49
Tennessee,"[45,50)",2020,868128,45,50,45-49
Tennessee,"[50,55)",2019,874744,50,55,50-54
Tennessee,"[50,55)",2020,878116,50,55,50-54
Tennessee,"[55,60)",2019,928550,55,60,55-59
Tennessee,"[55,60)",2020,928000,55,60,55-59
Tennessee,"[60,65)",2019,876182,60,65,60-64
Tennessee,"[60,65)",2020,890026,60,65,60-64
Tennessee,"[65,70)",2019,753258,65,70,65-69
Tennessee,"[65,70)",2020,774546,65,70,65-69
Tennessee,"[70,75)",2019,620844,70,75,70-74
Tennessee,"[70,75)",2020,646740,70,75,70-74
Tennessee,"[75,80)",2019,421606,75,80,75-79
Tennessee,"[75,80)",2020,436494,75,80,75-79
Tennessee,"[80,85)",2019,263862,80,85,80-84
Tennessee,"[80,85)",2020,272294,80,85,80-84
Tennessee,"[85,Inf)",2019,245626,85,Inf,85+
Tennessee,"[85,Inf)",2020,249600,85,Inf,85+
Texas,"[25,30)",2019,4443746,25,30,25-29
Texas,"[25,30)",2020,4449612,25,30,25-29
Texas,"[30,35)",2019,4294722,30,35,30-34
Texas,"[30,35)",2020,4377812,30,35,30-34
Texas,"[35,40)",2019,4203676,35,40,35-39
Texas,"[35,40)",2020,4257628,35,40,35-39
Texas,"[40,45)",2019,3814044,40,45,40-44
Texas,"[40,45)",2020,3920554,40,45,40-44
Texas,"[45,50)",2019,3753090,45,50,45-49
Texas,"[45,50)",2020,3754284,45,50,45-49
Texas,"[50,55)",2019,3437676,50,55,50-54
Texas,"[50,55)",2020,3496578,50,55,50-54
Texas,"[55,60)",2019,3477774,55,60,55-59
Texas,"[55,60)",2020,3466860,55,60,55-59
Texas,"[60,65)",2019,3132380,60,65,60-64
Texas,"[60,65)",2020,3204020,60,65,60-64
Texas,"[65,70)",2019,2544850,65,70,65-69
Texas,"[65,70)",2020,2636474,65,70,65-69
Texas,"[70,75)",2019,1985148,70,75,70-74
Texas,"[70,75)",2020,2088408,70,75,70-74
Texas,"[75,80)",2019,1327200,75,80,75-79
Texas,"[75,80)",2020,1387584,75,80,75-79
Texas,"[80,85)",2019,845490,80,85,80-84
Texas,"[80,85)",2020,870924,80,85,80-84
Texas,"[85,Inf)",2019,816470,85,Inf,85+
Texas,"[85,Inf)",2020,834476,85,Inf,85+
Utah,"[25,30)",2019,519520,25,30,25-29
Utah,"[25,30)",2020,527582,25,30,25-29
Utah,"[30,35)",2019,452618,30,35,30-34
Utah,"[30,35)",2020,462008,30,35,30-34
Utah,"[35,40)",2019,471794,35,40,35-39
Utah,"[35,40)",2020,467418,35,40,35-39
Utah,"[40,45)",2019,432314,40,45,40-44
Utah,"[40,45)",2020,451240,40,45,40-44
Utah,"[45,50)",2019,359002,45,50,45-49
Utah,"[45,50)",2020,368144,45,50,45-49
Utah,"[50,55)",2019,306550,50,55,50-54
Utah,"[50,55)",2020,316586,50,55,50-54
Utah,"[55,60)",2019,314114,55,60,55-59
Utah,"[55,60)",2020,311338,55,60,55-59
Utah,"[60,65)",2019,297678,60,65,60-64
Utah,"[60,65)",2020,303492,60,65,60-64
Utah,"[65,70)",2019,249998,65,70,65-69
Utah,"[65,70)",2020,260310,65,70,65-69
Utah,"[70,75)",2019,191368,70,75,70-74
Utah,"[70,75)",2020,203368,70,75,70-74
Utah,"[75,80)",2019,131998,75,80,75-79
Utah,"[75,80)",2020,138116,75,80,75-79
Utah,"[80,85)",2019,84296,80,85,80-84
Utah,"[80,85)",2020,87352,80,85,80-84
Utah,"[85,Inf)",2019,77240,85,Inf,85+
Utah,"[85,Inf)",2020,79468,85,Inf,85+
Vermont,"[25,30)",2019,78146,25,30,25-29
Vermont,"[25,30)",2020,78526,25,30,25-29
Vermont,"[30,35)",2019,74446,30,35,30-34
Vermont,"[30,35)",2020,75440,30,35,30-34
Vermont,"[35,40)",2019,75442,35,40,35-39
Vermont,"[35,40)",2020,75646,35,40,35-39
Vermont,"[40,45)",2019,69734,40,45,40-44
Vermont,"[40,45)",2020,71318,40,45,40-44
Vermont,"[45,50)",2019,75678,45,50,45-49
Vermont,"[45,50)",2020,72696,45,50,45-49
Vermont,"[50,55)",2019,82298,50,55,50-54
Vermont,"[50,55)",2020,80942,50,55,50-54
Vermont,"[55,60)",2019,95834,55,60,55-59
Vermont,"[55,60)",2020,93204,55,60,55-59
Vermont,"[60,65)",2019,96904,60,65,60-64
Vermont,"[60,65)",2020,96286,60,65,60-64
Vermont,"[65,70)",2019,84820,65,70,65-69
Vermont,"[65,70)",2020,86678,65,70,65-69
Vermont,"[70,75)",2019,66878,70,75,70-74
Vermont,"[70,75)",2020,70042,70,75,70-74
Vermont,"[75,80)",2019,44102,75,80,75-79
Vermont,"[75,80)",2020,46232,75,80,75-79
Vermont,"[80,85)",2019,26910,80,85,80-84
Vermont,"[80,85)",2020,27692,80,85,80-84
Vermont,"[85,Inf)",2019,28820,85,Inf,85+
Vermont,"[85,Inf)",2020,28962,85,Inf,85+
Virginia,"[25,30)",2019,1255652,25,30,25-29
Virginia,"[25,30)",2020,1248762,25,30,25-29
Virginia,"[30,35)",2019,1215868,30,35,30-34
Virginia,"[30,35)",2020,1227214,30,35,30-34
Virginia,"[35,40)",2019,1198610,35,40,35-39
Virginia,"[35,40)",2020,1201584,35,40,35-39
Virginia,"[40,45)",2019,1089274,40,45,40-44
Virginia,"[40,45)",2020,1112750,40,45,40-44
Virginia,"[45,50)",2019,1118490,45,50,45-49
Virginia,"[45,50)",2020,1093962,45,50,45-49
Virginia,"[50,55)",2019,1125050,50,55,50-54
Virginia,"[50,55)",2020,1116340,50,55,50-54
Virginia,"[55,60)",2019,1186324,55,60,55-59
Virginia,"[55,60)",2020,1176862,55,60,55-59
Virginia,"[60,65)",2019,1074074,60,65,60-64
Virginia,"[60,65)",2020,1088328,60,65,60-64
Virginia,"[65,70)",2019,893382,65,70,65-69
Virginia,"[65,70)",2020,912858,65,70,65-69
Virginia,"[70,75)",2019,730322,70,75,70-74
Virginia,"[70,75)",2020,760494,70,75,70-74
Virginia,"[75,80)",2019,498484,75,80,75-79
Virginia,"[75,80)",2020,517950,75,80,75-79
Virginia,"[80,85)",2019,313274,80,85,80-84
Virginia,"[80,85)",2020,323356,80,85,80-84
Virginia,"[85,Inf)",2019,310898,85,Inf,85+
Virginia,"[85,Inf)",2020,316052,85,Inf,85+
Washington,"[25,30)",2019,1259984,25,30,25-29
Washington,"[25,30)",2020,1255086,25,30,25-29
Washington,"[30,35)",2019,1218110,30,35,30-34
Washington,"[30,35)",2020,1260902,30,35,30-34
Washington,"[35,40)",2019,1153468,35,40,35-39
Washington,"[35,40)",2020,1177588,35,40,35-39
Washington,"[40,45)",2019,995690,40,45,40-44
Washington,"[40,45)",2020,1030558,40,45,40-44
Washington,"[45,50)",2019,965922,45,50,45-49
Washington,"[45,50)",2020,952222,45,50,45-49
Washington,"[50,55)",2019,937566,50,55,50-54
Washington,"[50,55)",2020,949266,50,55,50-54
Washington,"[55,60)",2019,1000606,55,60,55-59
Washington,"[55,60)",2020,984320,55,60,55-59
Washington,"[60,65)",2019,962964,60,65,60-64
Washington,"[60,65)",2020,968410,60,65,60-64
Washington,"[65,70)",2019,834416,65,70,65-69
Washington,"[65,70)",2020,855292,65,70,65-69
Washington,"[70,75)",2019,654760,70,75,70-74
Washington,"[70,75)",2020,687126,70,75,70-74
Washington,"[75,80)",2019,426270,75,80,75-79
Washington,"[75,80)",2020,448004,75,80,75-79
Washington,"[80,85)",2019,260302,80,85,80-84
Washington,"[80,85)",2020,269184,80,85,80-84
Washington,"[85,Inf)",2019,270982,85,Inf,85+
Washington,"[85,Inf)",2020,273630,85,Inf,85+
West Virginia,"[25,30)",2019,229326,25,30,25-29
West Virginia,"[25,30)",2020,224938,25,30,25-29
West Virginia,"[30,35)",2019,208134,30,35,30-34
West Virginia,"[30,35)",2020,212612,30,35,30-34
West Virginia,"[35,40)",2019,215950,35,40,35-39
West Virginia,"[35,40)",2020,209434,35,40,35-39
West Virginia,"[40,45)",2019,217636,40,45,40-44
West Virginia,"[40,45)",2020,219092,40,45,40-44
West Virginia,"[45,50)",2019,230766,45,50,45-49
West Virginia,"[45,50)",2020,225044,45,50,45-49
West Virginia,"[50,55)",2019,231960,50,55,50-54
West Virginia,"[50,55)",2020,229522,50,55,50-54
West Virginia,"[55,60)",2019,251672,55,60,55-59
West Virginia,"[55,60)",2020,246644,55,60,55-59
West Virginia,"[60,65)",2019,261382,60,65,60-64
West Virginia,"[60,65)",2020,258098,60,65,60-64
West Virginia,"[65,70)",2019,240314,65,70,65-69
West Virginia,"[65,70)",2020,240816,65,70,65-69
West Virginia,"[70,75)",2019,197802,70,75,70-74
West Virginia,"[70,75)",2020,206900,70,75,70-74
West Virginia,"[75,80)",2019,132470,75,80,75-79
West Virginia,"[75,80)",2020,135138,75,80,75-79
West Virginia,"[80,85)",2019,88438,80,85,80-84
West Virginia,"[80,85)",2020,88832,80,85,80-84
West Virginia,"[85,Inf)",2019,81904,85,Inf,85+
West Virginia,"[85,Inf)",2020,81370,85,Inf,85+
Wisconsin,"[25,30)",2019,780332,25,30,25-29
Wisconsin,"[25,30)",2020,780166,25,30,25-29
Wisconsin,"[30,35)",2019,737596,30,35,30-34
Wisconsin,"[30,35)",2020,736202,30,35,30-34
Wisconsin,"[35,40)",2019,759576,35,40,35-39
Wisconsin,"[35,40)",2020,758980,35,40,35-39
Wisconsin,"[40,45)",2019,689248,40,45,40-44
Wisconsin,"[40,45)",2020,707110,40,45,40-44
Wisconsin,"[45,50)",2019,693636,45,50,45-49
Wisconsin,"[45,50)",2020,676662,45,50,45-49
Wisconsin,"[50,55)",2019,750700,50,55,50-54
Wisconsin,"[50,55)",2020,735600,50,55,50-54
Wisconsin,"[55,60)",2019,850482,55,60,55-59
Wisconsin,"[55,60)",2020,833958,55,60,55-59
Wisconsin,"[60,65)",2019,806672,60,65,60-64
Wisconsin,"[60,65)",2020,816898,60,65,60-64
Wisconsin,"[65,70)",2019,680918,65,70,65-69
Wisconsin,"[65,70)",2020,701266,65,70,65-69
Wisconsin,"[70,75)",2019,514786,70,75,70-74
Wisconsin,"[70,75)",2020,545990,70,75,70-74
Wisconsin,"[75,80)",2019,351094,75,80,75-79
Wisconsin,"[75,80)",2020,363640,75,80,75-79
Wisconsin,"[80,85)",2019,237800,80,85,80-84
Wisconsin,"[80,85)",2020,240816,80,85,80-84
Wisconsin,"[85,Inf)",2019,254586,85,Inf,85+
Wisconsin,"[85,Inf)",2020,254264,85,Inf,85+
Wyoming,"[25,30)",2019,78828,25,30,25-29
Wyoming,"[25,30)",2020,77124,25,30,25-29
Wyoming,"[30,35)",2019,78876,30,35,30-34
Wyoming,"[30,35)",2020,79030,30,35,30-34
Wyoming,"[35,40)",2019,80912,35,40,35-39
Wyoming,"[35,40)",2020,80450,35,40,35-39
Wyoming,"[40,45)",2019,70456,40,45,40-44
Wyoming,"[40,45)",2020,73144,40,45,40-44
Wyoming,"[45,50)",2019,66006,45,50,45-49
Wyoming,"[45,50)",2020,65718,45,50,45-49
Wyoming,"[50,55)",2019,63724,50,55,50-54
Wyoming,"[50,55)",2020,64074,50,55,50-54
Wyoming,"[55,60)",2019,77538,55,60,55-59
Wyoming,"[55,60)",2020,74340,55,60,55-59
Wyoming,"[60,65)",2019,81822,60,65,60-64
Wyoming,"[60,65)",2020,81998,60,65,60-64
Wyoming,"[65,70)",2019,70412,65,70,65-69
Wyoming,"[65,70)",2020,72802,65,70,65-69
Wyoming,"[70,75)",2019,52902,70,75,70-74
Wyoming,"[70,75)",2020,55928,70,75,70-74
Wyoming,"[75,80)",2019,34412,75,80,75-79
Wyoming,"[75,80)",2020,36002,75,80,75-79
Wyoming,"[80,85)",2019,21628,80,85,80-84
Wyoming,"[80,85)",2020,22478,80,85,80-84
Wyoming,"[85,Inf)",2019,22308,85,Inf,85+
Wyoming,"[85,Inf)",2020,22272,85,Inf,85+
